352,351.0,158.0,W13
353,386.0,157.0,W13
354,342.0,157.0,W13
355,261.0,182.0,W14
356,251.0,176.0,W14
357,265.0,172.0,W14
358,240.0,170.0,W14
359,297.0,181.0,W14
360,275.0,178.0,W14
361,285.0,167.0,W14
362,259.0,161.0,W14
363,295.0,269.0,W15
364,259.0,271.0,W15
365,294.0,269.0,W15
366,277.0,256.0,W15
367,250.0,250.0,W15
368,244.0,246.0,W15
369,260.0,215.0,W15
370,238.0,216.0,W15
371,365.0,223.0,W16
372,354.0,221.0,W16
373,377.0,217.0,W16
374,348.0,218.0,W16
375,357.0,217.0,W16
376,369.0,217.0,W16
377,378.0,215.0,W16
378,347.0,217.0,W16
379,268.0,289.0,W17
380,259.0,292.0,W17
381,272.0,350.0,W17
382,288.0,346.0,W17
383,240.0,354.0,W17
384,268.0,344.0,W17
385,258.0,306.0,W17
386,253.0,268.0,W17
387,424.0,272.0,W18
388,443.0,274.0,W18
389,398.0,268.0,W18
390,498.0,268.0,W18
